test000001 & 1 & {\tt get * }\\
test000006 & 2 & {\tt get *  *  }\\
test000007 & 3 & {\tt get  ** * ****  }\\
test000008 & 4 & {\tt get  ** * * *  }\\
test000023 & 5 & {\tt get ***  * * *** **** ***  }\\
test000036 & 6 & {\tt get ***  * * **** * **  *  }\\
